"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2"
541,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.174",5,-38,148.174,"","Buchan, Victoria",12,34.5,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
542,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.174",5,-38,148.174,"","Buchan, Victoria",12,32.8,"tmax",NA,NA,13,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
543,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.174",10,-38,148.174,"","Buchan, Victoria",12,35.6,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
544,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.174",10,-38,148.174,"","Buchan, Victoria",12,35,"tmax",NA,NA,13,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
545,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.174",20,-38,148.174,"","Buchan, Victoria",12,35.5,"tmax",NA,NA,13,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
546,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_142.518",5,-38,142.518,"","Grampians, Victoria",12,33,"tmax",NA,NA,39,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
547,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_142.518",5,-38,142.518,"","Grampians, Victoria",12,31.6,"tmax",NA,NA,39,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
548,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_142.518",25,-38,142.518,"","Grampians, Victoria",12,36.9,"tmax",NA,NA,39,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
549,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_142.518",25,-38,142.518,"","Grampians, Victoria",12,35.7,"tmax",NA,NA,39,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
550,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_145.245",10,-38,145.245,"","Knox, Victoria",12,34.6,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
551,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_145.245",10,-38,145.245,"","Knox, Victoria",12,33.2,"tmax",NA,NA,13,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
552,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_145.245",20,-38,145.245,"","Knox, Victoria",12,34.7,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
553,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_145.245",20,-38,145.245,"","Knox, Victoria",12,33.5,"tmax",NA,NA,13,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
554,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.206",5,-38,148.206,"","Murrindal, Victoria",12,35,"tmax",NA,NA,2,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
555,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.206",5,-38,148.206,"","Murrindal, Victoria",12,31.8,"tmax",NA,NA,2,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
556,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-37_148.264",5,-37,148.264,"","Mt. Kosciuszko, New South Wales",12,33.8,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","1905","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
557,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-37_148.264",5,-37,148.264,"","Mt. Kosciuszko, New South Wales",12,32.3,"tmax",NA,NA,12,"critical","righting_ability","1",NA,NA,NA,"Summer","1905","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
558,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-37_148.264",25,-37,148.264,"","Mt. Kosciuszko, New South Wales",12,35.7,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","1905","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
559,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-37_148.264",25,-37,148.264,"","Mt. Kosciuszko, New South Wales",12,34.9,"tmax",NA,NA,12,"critical","righting_ability","1",NA,NA,NA,"Summer","1905","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
560,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-34_151.342",5,-34,151.342,"","Gosford, New South Wales",12,33.7,"tmax",NA,NA,3,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
561,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-34_151.342",5,-34,151.342,"","Gosford, New South Wales",12,30.5,"tmax",NA,NA,3,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
562,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-31_151.667",5,-31,151.667,"","Armidale, New South Wales",12,33.1,"tmax",NA,NA,9,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","762","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
563,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-31_151.667",5,-31,151.667,"","Armidale, New South Wales",12,32.3,"tmax",NA,NA,9,"critical","righting_ability","1",NA,NA,NA,"Spring","762","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
564,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-31_151.667",25,-31,151.667,"","Armidale, New South Wales",12,36.7,"tmax",NA,NA,9,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","762","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
565,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-31_151.667",25,-31,151.667,"","Armidale, New South Wales",12,35.3,"tmax",NA,NA,9,"critical","righting_ability","1",NA,NA,NA,"Spring","762","Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
566,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Crinia signifera_-27.559_152.276",15,-27.559,152.276,"","Gatton, Queensland",7,35.3,"tmax",NA,NA,1,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Crinia","signifera",3,"S. Baker & Lauck, 2006","","S. Baker & Lauck, 2006","non-migratory","","","","","Micky/Nikki","2555","Lauck, 2005b","Y","","","","","",""
1075,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-38_146.267",5,-38,146.267,"","Mt. Baw Baw, Victoria",12,31.7,"tmax",NA,NA,1,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Geocrinia","victoriana",3.5,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1076,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-38_146.267",5,-38,146.267,"","Mt. Baw Baw, Victoria",12,29.5,"tmax",NA,NA,1,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Geocrinia","victoriana",3.5,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1077,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-37_144.284",10,-37,144.284,"","Bendago, Victoria",12,34.4,"tmax",NA,NA,45,"critical","onset_of_spasm","1",NA,NA,NA,"Autumn","304.8","Adult",NA,"Terrestrial",NA,"Geocrinia","victoriana",3.5,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1078,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-37_144.284",10,-37,144.284,"","Bendago, Victoria",12,33,"tmax",NA,NA,45,"critical","righting_ability","1",NA,NA,NA,"Autumn","304.8","Adult",NA,"Terrestrial",NA,"Geocrinia","victoriana",3.5,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1079,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-37_144.284",25,-37,144.284,"","Bendago, Victoria",12,36.3,"tmax",NA,NA,45,"critical","onset_of_spasm","1",NA,NA,NA,"Autumn","304.8","Adult",NA,"Terrestrial",NA,"Geocrinia","victoriana",3.5,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1080,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-37_144.284",25,-37,144.284,"","Bendago, Victoria",12,35,"tmax",NA,NA,45,"critical","righting_ability","1",NA,NA,NA,"Autumn","304.8","Adult",NA,"Terrestrial",NA,"Geocrinia","victoriana",3.5,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1162,"Hyperolius viridiflavus","Chordata","Amphibia","Anura","Hyperoliidae",NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.","Rohr","Hyperolius viridiflavus_7.54_-5.547",27,7.54,-5.547,"","Ivory Coast, West Africa",NA,42.3,"tmax",NA,NA,9,"critical","Sharp increase in EWL",NA,NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Hyperolius","viridiflavus",3.4,"Oliveira et al., 2017","Summer","Meyers et al., 2015","non-migratory","","","","","Nikki","365","Meyers et al., 2015","N","","","0.458","0.625","",""
1163,"Hyperolius viridiflavus","Chordata","Amphibia","Anura","Hyperoliidae",NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.","Rohr","Hyperolius viridiflavus_7.54_-5.547",35,7.54,-5.547,"","Ivory Coast, West Africa",NA,43.9,"tmax",NA,NA,7,"critical","Sharp increase in EWL",NA,NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Hyperolius","viridiflavus",3.4,"Oliveira et al., 2017","Summer","Meyers et al., 2015","non-migratory","","","","","Nikki","365","Meyers et al., 2015","N","","","0.458","0.625","",""
1397,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-39_146.333",10,-39,146.333,"","Wilson's Promontory National Park, Victoria",12,33.2,"tmax",NA,NA,2,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1398,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-39_146.333",30,-39,146.333,"","Wilson's Promontory National Park, Victoria",12,37,"tmax",NA,NA,2,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1399,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-39_146.333",30,-39,146.333,"","Wilson's Promontory National Park, Victoria",12,35,"tmax",NA,NA,2,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1400,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Limnodynastes dorsalis_-37.064_144.217",15,-37.064,144.217,"","Castlemaine, Victoria",7,35.3,"tmax",NA,NA,17,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1401,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-31_150.931",5,-31,150.931,"","Tamworth, New South Wales",12,32.1,"tmax",NA,NA,5,"critical","righting_ability","1",NA,NA,NA,"Summer","609.6","Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1402,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-31_150.931",25,-31,150.931,"","Tamworth, New South Wales",12,36.9,"tmax",NA,NA,5,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","609.6","Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1403,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-31_150.931",25,-31,150.931,"","Tamworth, New South Wales",12,36.5,"tmax",NA,NA,5,"critical","righting_ability","1",NA,NA,NA,"Summer","609.6","Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1404,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Limnodynastes dorsalis_-27.372_152.867",15,-27.372,152.867,"","Samford, Queensland",7,35.3,"tmax",NA,NA,3,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","dorsalis",7.3,"Oliveira et al., 2017","Summer","IUCN, 2020","non-migratory","","","","","ALH/Nikki","unk","","Y","","","0.875","0.125","",""
1405,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.","Rohr","Limnodynastes peronii_-34.012_151.094",15,-34.012,151.094,"","Sylvania, New South Wales",45,37.8,"tmax",NA,NA,30,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1406,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.","Rohr","Limnodynastes peronii_-34.012_151.094",25,-34.012,151.094,"","Sylvania, New South Wales",45,39.3,"tmax",NA,NA,30,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1407,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.","Rohr","Limnodynastes peronii_-34.012_151.094",15,-34.012,151.094,"","Sylvania, New South Wales",90,36.8,"tmax",NA,NA,30,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1408,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.","Rohr","Limnodynastes peronii_-34.012_151.094",25,-34.012,151.094,"","Sylvania, New South Wales",90,39.3,"tmax",NA,NA,30,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1409,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes peronii_-34_151.342",10,-34,151.342,"","Gosford, New South Wales",12,34.3,"tmax",NA,NA,5,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1410,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes peronii_-34_151.342",10,-34,151.342,"","Gosford, New South Wales",12,32.7,"tmax",NA,NA,5,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1411,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Limnodynastes peronii_-27.553_153.056",15,-27.553,153.056,"","Brisbane, Queensland",7,34.3,"tmax",NA,NA,44,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1412,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes peronii_-18_145.924",10,-18,145.924,"","Tully, Queensland",12,30.6,"tmax",NA,NA,10,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1413,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes peronii_-18_145.924",30,-18,145.924,"","Tully, Queensland",12,36.3,"tmax",NA,NA,10,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1414,"Limnodynastes peronii","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes peronii_-18_145.924",30,-18,145.924,"","Tully, Queensland",12,34.1,"tmax",NA,NA,10,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","peronii",7.28,"Oliveira et al., 2017","","","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
