"","intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km...migratory.only.","season_when_away_100km...migratory.only.","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","raster_mean"
"2786",449,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-23.05_NA",30,-23.05,30.17,"","Ceratitis","capitata","Levubu, Makhado Local Municipality, South Africa",5,43.08724832,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","February",919,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,604.430308288201
"2787",450,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-23.05_NA",20,-23.05,30.17,"","Ceratitis","capitata","Levubu, Makhado Local Municipality, South Africa",5,6.319444444,"tmin",0.138888889,"SE",20,"critical","lower_critical_limit","0.25",NA,NA,"held","February",919,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,604.430308288201
"2788",451,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-23.05_NA",25,-23.05,30.17,"","Ceratitis","capitata","Levubu, Makhado Local Municipality, South Africa",5,7.430555556,"tmin",0.138888889,"SE",20,"critical","lower_critical_limit","0.25",NA,NA,"held","February",919,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,604.430308288201
"2789",452,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-23.05_NA",30,-23.05,30.17,"","Ceratitis","capitata","Levubu, Makhado Local Municipality, South Africa",5,7.638888889,"tmin",0.138888889,"SE",20,"critical","lower_critical_limit","0.25",NA,NA,"held","February",919,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,604.430308288201
"2790",453,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_NA",20,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,43.48993289,"tmax",0.201342282,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","January",1657,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,1475.24279002121
"2791",454,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_NA",25,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,43.38926174,"tmax",0.100671141,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","January",1657,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,1475.24279002121
"2792",455,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_NA",30,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,44.06040268,"tmax",0.201342282,"SE",20,"critical","upper_critical_limit","0.25",NA,NA,"held","January",1657,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,1475.24279002121
"2793",456,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_NA",20,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,4.722222222,"tmin",0.277777778,"SE",20,"critical","lower_critical_limit","0.25",NA,NA,"held","January",1657,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,1475.24279002121
"2794",457,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_NA",25,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,4.652777778,"tmin",0.173611111,"SE",20,"critical","lower_critical_limit","0.25",NA,NA,"held","January",1657,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,1475.24279002121
"2795",458,"Ceratitis capitata","Ceratitis","capitata","Arthropoda","Insecta","Diptera","Tephritidae","Nikki","Weldon_et_al_2018","intratherm_team","Ceratitis capitata_-1.28_NA",30,-1.28,36.82,"","Ceratitis","capitata","Nairobi, Kenya",5,5.208333333,"tmin",0.381944444,"SE",20,"critical","lower_critical_limit","0.25",NA,NA,"held","January",1657,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)","17.5","17.5 days (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,"1-10","up to 9.5km (https://doi.org/10.1111/j.1439-0418.2007.01168.x)",NA,"0.5","5 mm (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","unk",NA,"365","up to a year or more under favourable conditions (Weems Jr+ H. V. (1981). Mediterranean fruit fly+ Ceratitis capitata (Wiedemann). Fla. Dept. Agric. And Consumer Serv. Division of Plant Industry. Entomology. Circular+ (230)+ 1-8.)",NA,1475.24279002121
"2796",776,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",16,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",99,39.46,"tmax",0.051818182,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2797",777,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",18,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",99,39.44363636,"tmax",0.068181818,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2798",778,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",20,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",99,39.66181818,"tmax",0.084545455,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2799",779,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",25,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",99,39.95636364,"tmax",0.065454545,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2800",780,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",28,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",99,40.08181818,"tmax",0.062727273,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2801",781,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",30,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",99,40.32727273,"tmax",0.065454545,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2802",786,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",16,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",99,39.46486064,"tmax",0.065454545,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2803",787,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",18,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",99,39.44243293,"tmax",0.06,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2804",788,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",20,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",99,39.80122949,"tmax",0.06,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2805",789,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",25,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",99,40.14395936,"tmax",0.065454545,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
